synset	label	lemma
07666071-n	O	perkedel
07666303-n	O	Sengkel
07666303-n	X	Dengkul sapi
07666521-n	X	daging kelinci
07666847-n	X	potongan daging domba
07667042-n	X	potongan daging domba
07667042-n	X	potongan daging kambing
07667151-n	X	daging anak domba
07667480-n	X	dada anak domba
07668588-n	X	kaki anak domba
07668902-n	X	potongan daging babi
07669713-n	X	perut babi
07670254-n	X	potongan daging babi
07671459-n	X	iga babi
07672135-n	X	minyak/lemak pangan
07672421-n	X	lard
07672914-n	O	margarin
07673872-n	O	minyak manis
07673872-n	O	minyak zaitun
07674161-n	X	minyak kelapa murni
07674161-n	X	virgin coconut oil
07674508-n	O	minyak zaitun
07675627-n	O	sosis
07675962-n	X	daging sosis
07676121-n	X	darah babi dan bumbu-bumbu yang lain
07676121-n	X	sosis darah
07676121-n	X	sosis hitam
07676121-n	X	verivorst
07676273-n	X	sosis bologna
07676520-n	X	chorizo
07676602-n	X	hotdog
07676855-n	X	sosis Austria
07677071-n	X	lidah dari anak sapi atau babi
07677480-n	X	peperoni
07677480-n	X	pepperoni
07677593-n	X	sosis babi
07677860-n	X	sosis babi
07678586-n	X	lemak dan rempah-rempah
07678953-n	X	campuran berupa daging
07679034-n	X	isian berupa campuran tiram
07680313-n	X	roti Skotlandia
07680416-n	O	roti kismis
07680517-n	X	bulat dan panjang
07680517-n	X	roti yang garing
07680655-n	X	roti yang garing
07680761-n	X	gula tabu
07680932-n	O	roti kismis
07681450-n	X	roti orang Yahudi
07681926-n	O	kue kering
07684084-n	X	roti tawar perancis
07684422-n	X	roti rasa bawang
07684517-n	X	roti berisi kismis
07685730-n	O	roti hitam
07685918-n	O	roti hitam
07686202-n	X	roti tradisional Swedia
07686873-n	O	roti bakar
07687053-n	X	biskuit tipis
07687211-n	O	roti putih
07687381-n	X	baguette
07687381-n	X	roti tawar perancis
07687469-n	X	roti gandum kering
07687626-n	X	roti Itali
07688021-n	X	kue jagung
07689842-n	X	keras dan garing
07690273-n	X	kue mangkok
07690273-n	X	muffin
07690739-n	X	mufin Yorkshire
07691539-n	X	mentega dan yang manis-manis
07691650-n	X	croasang
07691650-n	X	roti bulan sabit
07692614-n	X	roti gulung beragi manis dengan kismis
07693048-n	X	roti gulung kayumanis
07693223-n	X	roti yang ditaburi gula
07693725-n	X	bagel
07693972-n	O	biskuit
07695012-n	X	biskuit tipis
07695742-n	X	pretzel
07697537-n	X	hotdog
07697825-n	X	roti lapis submarine
07698250-n	X	sandwich dari Yunani
07698401-n	X	tomat dan selada
07698915-n	X	air dan kadang-kadang telur
07699815-n	X	mie telur
07700095-n	X	spaghetti tipis
07700638-n	X	pasta yang panjang
07700766-n	X	pasta yang panjang
07700868-n	O	vermiseli
07701053-n	X	lasagna
07701372-n	X	tagliatelle
07701715-n	X	gnocchi
07701715-n	X	kue bola kecil yang terbuat dari kentang
07702362-n	X	makanan untuk kesehatan
07702509-n	X	junk food
07702796-n	X	sereal
07703889-n	X	tepung atau havermut dimasak didalam susu
07704428-n	X	jagung yang dipipil
07704994-n	X	kacang dan madu
07709172-n	X	tanaman yang daun
07709701-n	X	Vietnam dan Jepang
07711080-n	X	c.h.i.p.s.
07711080-n	X	chips
07711799-n	X	kentang dari Uruguay
07712559-n	X	keripik kentang
07712959-n	X	josé ignacio fernández iglesias
07712959-n	X	lada dan dipanggang
07713267-n	X	daunnya lebar dan manis rasanya
07714078-n	X	daun kol keriting
07714287-n	X	Sawi hijau
07714448-n	X	pokcoy
07714448-n	X	sawi pendek
07714571-n	O	kol
07715103-n	X	kembang kol
07715721-n	X	labu panjang
07716906-n	X	labu mie
07718329-n	X	labu dengan kulit yang keras
07721118-n	X	paprika bulat
07721325-n	O	cabai merah
07721833-n	X	cabai rawit kering
07722763-n	X	bawang dari Spanyol
07723177-n	O	brambang
07723330-n	X	daun salada
07723559-n	X	daun salada
07724654-n	X	daun salada
07725158-n	O	kecipir
07725531-n	X	kacang polong muda
07725789-n	X	kacang kapri
07726095-n	X	chickpea
07727048-n	X	kacang tolo
07730207-n	X	raphanus sativus
07730406-n	O	seledri
07732302-n	X	bubur jagung
07732636-n	X	jagung brondong
07732636-n	X	popkorn
07732747-n	X	sejenis salada
07732904-n	X	salada air
07733394-n	X	sejenis oyong
07734879-n	X	jamur isi
07735510-n	O	labu kuning
07737081-n	X	kacang berkulit keras
07738353-n	X	kulit buah
07738570-n	X	kulit pisang
07738760-n	X	kulit jeruk nipis
07740220-n	O	lezat
07740220-n	X	Delicious.com
07740855-n	X	Yonatan bin Saul
07740855-n	X	apel merah yang sangat ranum, terutama dimakan mentah
07740954-n	X	apel yang baru matang
07741138-n	X	apel yang baru matang
07743544-n	X	bluberi
07744430-n	X	semacam buah frambos
07745940-n	O	stroberi
07747055-n	X	jeruk sitrus
07747951-n	O	mandarin
07747951-n	X	jeruk mandarin
07748276-n	X	tidak berbiji dan kulitnya lembut
07748574-n	X	jeruk yang besar
07749731-n	O	jeruk limau
07749969-n	X	berair dan sedikit asam
07750299-n	X	digunakan untuk minuman dan selai jeruk
07750449-n	O	jeruk limau
07750736-n	X	kacang almond yang dilapisi dengan gula yang keras
07752377-n	X	buah yang dikeringkan
07752514-n	X	aprikot yang dikeringkan
07752664-n	X	anggur yang dikeringkan
07753448-n	X	buah pir India
07753743-n	O	markisa
07753980-n	O	markisa
07754894-n	X	biji coklat
07755089-n	X	coklat bubuk
07755411-n	O	melon
07756325-n	X	dagingnya hijau pucat
07761461-n	X	dagingnya lembut dan masam
07762534-n	X	sejenis manggis
07762740-n	X	buah berwana merah seperti pir
07762913-n	X	durian/duren
07764630-n	X	asama jawa
07764847-n	X	alpukat
07765361-n	X	jambu klutuk
07765862-n	X	buah tropis seperti anggur
07765999-n	X	kurma dari Cina
07766173-n	O	klengkeng
07766530-n	X	sejenis sawo
07766891-n	X	sejenis manggis
07767002-n	X	sejenis manggis
07767847-n	O	pir
07768423-n	O	pisang raja
07770439-n	X	pare dari Afrika
07770869-n	X	biji kelapa sawit
07771539-n	X	kenari Inggris
07772147-n	O	kacang mede
07772274-n	X	kastanye
07773238-n	X	daging kelapa
07776866-n	X	boga bahari
07776866-n	X	hidangan laut
07776866-n	X	seafood
07778342-n	X	ikan laut yang banyak terdapat di pantai atlantik
07779123-n	X	ikan karper
07780173-n	X	ikan kakap putih
07781022-n	O	cakalang
07781319-n	X	makarel
07781689-n	X	pompano
07781972-n	X	ikan yang berbentuk bulat
07782204-n	X	fugu
07782204-n	X	ikan buntel
07782475-n	X	escargot
07782668-n	X	keong laut
07783210-n	X	kerang kerangan
07784197-n	X	belut yang diasapi
07784274-n	X	belut muda
07785235-n	X	asin dan diasap
07785887-n	O	ikan todak
07786337-n	X	tiram yang dibaluri mentega
07786686-n	X	daging kerang
07786686-n	X	daging remis
07787980-n	X	kepiting Atlantik
07788340-n	X	kepiting Jepang
07788435-n	X	kepiting Alaska
07788885-n	O	udang karang
07792640-n	X	kerang kerangan
07792725-n	O	lobster
07792725-n	O	udang galah
07792926-n	X	lobster dari Amerika
07793685-n	X	buntut lobster
07793685-n	X	buntut udang galah
07794063-n	O	sarden
07794353-n	X	udang kali
07794452-n	X	ikan forel
07794605-n	X	ikan forel pelangi
07796005-n	X	salmon Atlantik
07796468-n	X	salmon keperakan
07796649-n	X	salmon asap
07797641-n	X	kerang kipa-kipas
07798554-n	X	ikan kepala batu
07798985-n	X	biasanya diasapi atau dikalengkan seperti sarden
07799579-n	O	kaviar
07799874-n	X	telur ikan shad
07800091-n	O	barang makanan
07800091-n	X	makanan hewan
07800740-n	X	makanan hewan
07801091-n	X	makanan hewan
07802246-n	X	brangkasan
07802417-n	X	bijian
07802767-n	X	mengiling padi-padian
07803408-n	O	bulgur
07803895-n	X	makanan padat
07803992-n	X	bibit gandum
07804152-n	X	haver
07804771-n	X	beras dari India
07805006-n	O	makanan babi
07805478-n	X	rumput mamahan
07806120-n	X	makanan burung kenari
07807002-n	X	salad terbuat dari daging
07807171-n	X	ikan dan dihiasi dengan buah zaitun hitam dan capers
07807317-n	X	ayam atau keju sebagai tambahan pada sayuran
07807922-n	X	koktail buah
07807922-n	X	macedonia
07808022-n	X	seledri dengankacang atau kismis diberi mayonaise
07808268-n	X	salad ikan haring
07808904-n	O	peterseli
07808904-n	X	daun bawang dan gandum
07808904-n	X	daun mint
07809368-n	X	bumb-bumbu masakan
07810531-n	X	kaldu blok
07810633-n	X	ekstrak daging
07812184-n	X	bumbu rempah
07812184-n	X	daftar tanaman obat dan rempah-rempah
07812184-n	X	empon-empon
07812184-n	X	tanaman rempah
07813579-n	X	bumbu asin
07813833-n	X	cengkeh dan kayumanis
07814007-n	X	dicampur kayumanis
07814634-n	O	jintan putih
07814634-n	X	jinten
07815163-n	X	jahe yang dikeringkan
07815588-n	X	lada/merica
07816164-n	X	daun kemangi
07816726-n	X	jinten
07817315-n	X	peterseli Cina
07817871-n	X	foeniculum vulgare
07817871-n	X	pohon adas
07818029-n	X	biji adas
07819769-n	X	bunga-bungan
07819896-n	O	peterseli
07822197-n	X	saos tomat
07822323-n	O	kapulaga
07822518-n	O	cabai merah
07822687-n	X	bubuk cabai
07822845-n	X	saus cabai
07823105-n	X	chatni
07823105-n	X	chutney
07823460-n	X	lada untuk menemani makanan Meksiko
07823460-n	X	salsa
07823698-n	X	saus cranberi
07823698-n	X	saus kranberi
07823814-n	X	bubuk kari
07823951-n	X	kare
07824191-n	X	kari kambing
07824268-n	X	saus hoisin
07824383-n	X	lobak pedas
07824502-n	X	cairan untuk mengasinkan
07824702-n	X	bubuk paprika
07825597-n	X	acar berupa cincangan dari timun
07825850-n	X	saus apel
07826091-n	O	Saus Tabasco
07826091-n	X	saus Tabasco
07826250-n	X	pasta tomat
07826544-n	X	sari kacang almond
07826930-n	X	adas Cina
07827130-n	X	jinten saru seperti buah berri
07827554-n	X	biji jinten
07827750-n	X	biji opium
07828041-n	X	biji tanaman dil
07828156-n	X	biji tanaman seledri
07828378-n	O	vetsin
07828378-n	X	micin
07828378-n	X	mononatrium glutamat
07828378-n	X	msg
07828642-n	X	kacang yang panjang seperti buah
07828807-n	X	sari vanila
07829248-n	X	cuka apel
07830593-n	X	saus pedas
07830690-n	X	brandy atau bumbu lainnya
07831146-n	X	carbonara
07831146-n	X	saus untuk pasta
07831146-n	X	terdiri dari telur
07831450-n	X	saus tartar
07831663-n	X	kaldu dan berbagai macam bumbu
07831955-n	X	krim putih yang terbuat dari roti
07832416-n	X	pesto
07832592-n	X	daun bawang dan bawang merah
07832741-n	X	mustar; disajikan dengan salad
07833816-n	X	saus yang terbuat dari minyak
07833951-n	X	cuka dengan saus pedas dan seledri air cincang
07834065-n	X	saus yang terbuat dari minyak
07834286-n	X	cuka dan dibumbui dengan bawang putih
07834507-n	X	mayonnaise
07834618-n	X	mayones dengan campuran dil
07834774-n	X	mayones bawang putih
07834872-n	X	lobak dan saus pedas
07834872-n	X	terkadang ditambah kaviar
07835173-n	O	Thousand Island
07835173-n	X	paprika dan telur
07835173-n	X	zaitun cincang
07835547-n	X	bawang merah dan lemon
07835701-n	X	bawang merah dan peterseli
07835921-n	X	peterseli dan mentega
07836077-n	X	tepung dan bumbu
07836269-n	X	bawang dan seledri
07836269-n	X	wortel cincang
07837110-n	X	saus biasanya terbuat dari kecap
07838233-n	X	saus spageti
07838441-n	X	saus untuk pasta yang berdiri dari tomat
07838659-n	X	jamur dan anggur putih kering
07838905-n	X	saus dibuat dari mustar encer dengan cuka
07839172-n	X	paprika dan krim
07839593-n	X	saus coklat dengan tumis bawang putih
07839864-n	X	peterseli dan anggur putih kering
07840395-n	X	bubuk kari
07840520-n	O	Worcestershire
07840520-n	X	Kecap inggris
07840520-n	X	Saus uster
07840520-n	X	kecap dan saus pedas
07841800-n	X	telur paskah
07841907-n	X	telur paskah
07842130-n	X	permen berbentuk telur
07842308-n	X	telur aduk goreng
07842753-n	X	omelet
07843464-n	X	ikan dan buah
07843775-n	X	produk olahan susu
07843775-n	X	produk susu
07844786-n	O	susu asam
07844867-n	X	susu kedelai
07845166-n	X	susu yang dipanaskan
07845702-n	O	susu segar
07845863-n	X	susu homogenisasi
07846359-n	X	susu evaporasi
07846359-n	X	susu kental tawar
07846471-n	X	susu kental manis
07846802-n	X	susu penuh
07846802-n	X	susu utuh
07847198-n	O	lemak susu
07847827-n	O	susu kental
07848093-n	X	krim asam
07848338-n	X	butter
07848936-n	X	sejenis mentega
07849026-n	X	mentega yang dibuat menjadi coklat dan dibumbui dengan cuka
07849336-n	O	susu asam
07849336-n	O	yoghurt
07849733-n	O	air dadih
07849912-n	O	susu kental
07850957-n	X	kulit keju
07851298-n	X	keju krim
07851298-n	X	krim keju
07851554-n	X	mascarpone
07851767-n	X	cottage cheese
07852045-n	X	keju biru
07852302-n	O	Roquefort
07852376-n	X	gorgonzola
07852452-n	O	Danablu
07852614-n	O	Brie
07852614-n	X	sejenis keju putih
07852833-n	O	Camembert
07852833-n	X	keju camembert
07852919-n	X	cheddar
07852919-n	X	keju cheddar
07853232-n	O	Keju Cheshire
07853232-n	X	keju cheshire
07853345-n	X	keju double gloucester
07853445-n	O	Edam
07853445-n	O	Keju Edam
07853445-n	X	keju edam
07853648-n	O	Keju Gouda
07853648-n	X	keju gouda
07854066-n	O	Limburger
07854184-n	X	mozzarella
07854455-n	X	quark
07854614-n	X	keju ricotta
07854614-n	X	ricotta
07854813-n	O	Keju Swiss
07854813-n	X	keju swiss
07854982-n	O	Emmental
07854982-n	O	Keju Emmental
07854982-n	X	Keju emmentaler
07855105-n	X	keju gruyere
07855188-n	X	keju sapsago
07855317-n	X	keju merek velveeta
07855413-n	O	mentega kacang
07855510-n	O	mentega kacang
07855510-n	X	selai kacang
07855603-n	X	kembang gula marshmallow
07856756-n	X	olesan yang terbuat dari campuran keju
07857170-n	X	miso
07857598-n	X	bumbu siput; mentega dibumbui dengan bawang merah
07857731-n	X	tahini
07858197-n	X	foie gras
07858841-n	X	aspartam
07859142-n	X	gula obat
07859284-n	X	gula olahan
07859796-n	X	sirup gula
07859951-n	O	gula tetes
07859951-n	O	tetes tebu
07859951-n	X	sirup gula
07860103-n	X	tanaman sorghum
07860331-n	X	Sirup khas Perancis
07860447-n	X	sirup mapel
07860548-n	X	sirup jagung
07860805-n	O	Adonan
07860988-n	O	adonan
07861158-n	X	adonan roti
07861247-n	X	adonan panekuk
07861557-n	X	coq au vin
07861681-n	X	ayam yang dimasak dalam saus terbuat dari tomat
07862946-n	X	kornet direbus dengan bawang
07863547-n	X	cannelloni
07863802-n	X	telur dan saus putih
07863935-n	X	ayam dengan bawang
07864317-n	X	paprika kemudian dicampur saus asam
07864934-n	X	daging sapi diberi parika atau bubuk cabai
07865105-n	X	tomat dan kacang merah
07865196-n	X	bawang putih dan kecap
07866015-n	X	korokke
07866277-n	X	risoles
07866571-n	X	omelet yang berisi bawang
07866723-n	O	lumpia
07866723-n	X	lumpiya
07866868-n	X	telur rebus dan saus hollandaise
07867021-n	X	enchilada
07867021-n	X	tortila diisi daging panggang
07867164-n	X	falafel
07867164-n	X	falāfil
07867164-n	X	kacang polong tumbuk atau kacang fava
07867324-n	X	fish and chips
07867324-n	X	fish n chips
07868340-n	X	nasi goreng cina
07868684-n	X	kaki kodok
07868955-n	X	gefilte fish
07869611-n	O	sosis
07869611-n	X	ayam dibumbui tomat
07869611-n	X	jambalaya
07869937-n	X	hidangan berupa nasi
07870167-n	X	lasanya
07870734-n	X	kuning telur dibumbui dengan bawang
07871335-n	X	panas atau dingin
07871436-n	O	bakso
07871436-n	X	bola daging
07871810-n	X	daging cincang gulung
07871940-n	X	pia isi daging
07872170-n	X	pastel isi daging
07873464-n	X	pilaf
07873464-n	X	pullao
07874063-n	X	pizza sosis
07874259-n	X	pizza rasa keju
07874441-n	X	piza sisilia
07874780-n	X	caldo de arroz
07875086-n	X	bubur kental
07875436-n	O	Risoto
07875560-n	O	Rolade
07876651-n	X	telur rebus membungkus sosis
07876893-n	X	diris lalu digoreng
07877299-n	X	bawang dan paprika hijau
07877411-n	X	steak ginjal
07877675-n	X	bawang dan teri yang dihaluskan
07879174-n	X	irisan tipis daging sapi
07879560-n	X	stik Swis
07880458-n	X	wiener schnitzel
07880751-n	X	taco
07880751-n	X	tacos
07880751-n	X	tako
07881205-n	X	quesadilla
07882420-n	O	minuman ringan
07883384-n	O	eliksir
07884182-n	X	minum dengan cepat
07884413-n	X	minuman untuk penghormatan
07885937-n	X	menyajikan minuman beralkohol
07886057-n	X	rumah membuat bir
07886176-n	X	air sulingan beralkohol
07887192-n	X	busa/buih bir
07887304-n	O	Jerman
07887304-n	X	bir dari Munich
07887634-n	X	lager
07888229-n	O	Pilsner
07888229-n	X	dibuat pertamakali di Bohemian
07888816-n	X	bir gandum Jerman
07888909-n	O	malt
07889193-n	X	gandum yang difermentasi
07889510-n	X	ale
07889510-n	X	bir putih
07890540-n	X	bir guinness
07890890-n	X	madu obat
07892418-n	X	panen anggur
07892512-n	X	minuman anggur merah
07892813-n	X	minuman anggur putih
07893528-n	X	minuman anggur bersoda
07893642-n	O	sampanye
07893891-n	O	Perancis
07894551-n	O	Perancis
07894703-n	O	Perancis
07895237-n	O	Perancis
07895237-n	X	Wilayah anggur Bordeaux
07895595-n	O	Chianti
07896765-n	O	Sungai Moselle
07898247-n	O	Italia
07900958-n	X	minuman anggur sherry
07900958-n	X	sherry
07901355-n	O	Marsala
07902443-n	X	eau de vie
07902520-n	X	penyelundupan minuman keras
07903208-n	O	brendi
07903841-n	O	Konyak
07903841-n	O	konyak
07904190-n	O	ampas
07905038-n	X	rhum
07905474-n	X	schnapps
07905979-n	X	tequila
07907161-n	X	wiski dari Irlandia
07907548-n	O	Wiski Skotch
07907548-n	X	wiski skotch
07907943-n	X	liker/minuman keras
07907943-n	X	likeur
07907943-n	X	likuor
07907943-n	X	liqueur
07907943-n	X	liquor
07909362-n	X	minuman alkool manis
07911677-n	O	koktail
07911677-n	X	cocktail
07912933-n	X	minuman perpisahan
07914413-n	X	cocktail yang terbuat dari rum
07915094-n	X	gin dan tonik
07915366-n	X	koktail yang terbuat dari vodka atau gin
07915491-n	X	mint julep
07915618-n	X	manhattan
07915918-n	X	cocktail yang terbuat dari tequila
07915918-n	X	margarita
07916437-n	X	pahit2an dan gula beserta irisan buah
07916582-n	X	pink lady
07916970-n	X	jeruk atau jus lemon dengan air soda
07919055-n	X	Tom and Jerry
07919441-n	O	Kopi Irlandia
07919441-n	X	Irish coffee
07920052-n	X	espresso
07920222-n	X	latte
07920349-n	X	cappuccino
07920540-n	X	es kopi
07920989-n	O	kopi Arab
07921239-n	O	Kopi Turki
07921455-n	X	cider
07922764-n	X	cokelat panas
07924276-n	O	sari buah
07924834-n	X	sari buah jeruk
07926250-n	X	minuman jus lemon
07926642-n	O	malt
07926920-n	X	minuman campuran anggur
07927070-n	X	gulan
07927070-n	X	jus lemon dan pala
07927197-n	O	minuman ringan
07928163-n	X	krim soda
07928163-n	X	soda es krim
07928264-n	X	minuman campuran susu
07928790-n	O	Pepsi-Cola
07929172-n	X	air tonik
07930433-n	X	minuman campuran antara jus nenas
07931280-n	X	minman campuran bir
07931452-n	X	minuman campuran rum
07931612-n	X	minuman campuran vodka
07931612-n	X	susu atau krim
07931733-n	X	minuman campuran rum
07932039-n	X	eggnog
07932039-n	X	telur dan alkohol
07933154-n	X	kantong teh
07933530-n	X	minuman mirip teh
07933799-n	X	secangkir teh
07933891-n	X	teh herbal
07933891-n	X	tisane
07934152-n	X	teh camomile
07934282-n	X	es teh
07934282-n	X	teh es
07934530-n	O	teh hitam
07934678-n	X	english breakfast tea
07934678-n	X	teh sarapan inggris
07934800-n	O	Darjeeling
07934908-n	X	Srilangka dan Jawa
07935152-n	O	teh hijau
07936459-n	X	air es
07936745-n	X	air minum mineral
07937203-n	O	air asin
07937203-n	X	kuah asinan
07938007-n	X	pil multivitamin
07938313-n	X	makanan tradisional Afrika
07940121-n	X	tigakali lipat
07941945-n	X	bioma
07941945-n	X	komunitas biotik utama
07943870-n	X	manula
07945077-n	X	orang bisnis
07945369-n	O	penduduk asli
07946288-n	X	kaum cacad
07947675-n	X	orang dari keluarga baik-baik
07947789-n	X	masyarakat akar rumput
07948183-n	X	terkurung dirumah
07950920-n	X	kelompok sosial
07951464-n	O	agregasi
07951464-n	O	akumulasi
07953499-n	X	koleksi karya seni
07953827-n	X	batu baterei
07954014-n	O	bungkah
07954576-n	X	koleksi botol
07956250-n	X	serpihan dan pecahan
07959269-n	X	koleksi campur aduk
07959659-n	X	kelopak elektron
07959659-n	X	kulit elektron
07959943-n	O	segabung
07959943-n	X	cluster
07959943-n	X	cluster komputer
07959943-n	X	kluster komputer
07960769-n	O	sejambak
07961016-n	O	sekepal
07961270-n	X	segumpal barang berlendir
07961956-n	X	tumpukan pupuk
07962295-n	X	tumpukan kotoran
07962500-n	X	massa tebal lebat
07962707-n	X	tumpukan berkas gandum
07963087-n	X	sebuah tumpukan teratur
07964144-n	X	rencana kombinasi warna
07964495-n	X	aliansi masyarakat
07965937-n	O	domein
07966570-n	O	minoritas
07966927-n	O	bisnis
07967382-n	O	etnis
07967382-n	X	grup etnis
07967382-n	X	kelompok etnis
07967382-n	X	sukubangsa
07968550-n	X	pemilik ras
07970721-n	O	daging darah
07972425-n	O	feodal
07972425-n	O	feodalisme
07972425-n	X	vazal
07973487-n	O	keluarga inti
07973487-n	X	keluarga nuklir
07974025-n	O	kelas sosial
07974025-n	X	golongan sosial
07974025-n	X	strata sosial
07976420-n	O	kontingen
07977870-n	O	pustakaloka
07978055-n	X	bibliotheca
07978055-n	X	bibliotheka
07978055-n	X	bibliotheke
07979425-n	O	Mitos Yunani
07983170-n	O	Mitologi Romawi
07983170-n	X	Dewa-dewa Romawi
07983856-n	O	Mitologi Nordik
07983856-n	O	Mitologi Norse
07983856-n	O	Mitologi Norwegia
07983856-n	O	Mitologi Skandinavia
07984805-n	O	Perpustakaan Nag Hammadi
07985135-n	X	sesuatu yang tunggal
07985628-n	O	sejoli
07985825-n	X	karangan tiga serangkai
07985825-n	X	trilogy
07986066-n	O	tiga serangkai
07986198-n	O	tiga serangkai
07986617-n	O	Trimurti
07986982-n	O	triumvirat
07989741-n	O	Marx Bersaudara
07989741-n	O	Marx Brothers
07989973-n	X	pernikahan sejenis
07990824-n	X	seperindukan
07990956-n	O	berpasuk-pasuk
07992308-n	X	clade
07992308-n	X	klade
07992450-n	O	takson
07993776-n	X	kehidupan liar
07998323-n	X	keluarga biola
07998712-n	O	cantum
08000118-n	X	domain fungsi
08000118-n	X	kodomain
08000118-n	X	kodomain fungsi
08001209-n	X	himpunan bagian
08001209-n	X	sub himpunan
08001209-n	X	subhimpunan
08001685-n	X	ruang topologi
08002717-n	O	British East India Company
08002717-n	O	East India Company
08002717-n	O	East India Trading Company
08002717-n	O	Kompeni Inggris
08002717-n	O	Perusahaan Hindia Timur Britania
08002717-n	O	Perusahaan Hindia Timur Inggris
08002717-n	O	Perusahaan Inggris India Timur
08002717-n	X	EIC
08003935-n	O	anak perusahaan
08004695-n	X	ruang metrik
08004953-n	X	Ruang euklides
08009239-n	X	adhockrasi
08010191-n	O	Alcoholics Anonymous
08010559-n	O	Abu Sayyaf
08011523-n	O	Al-Fatah
08011523-n	O	Fatah
08013845-n	O	Al Qaida
08013845-n	O	Al-Qaeda
08013845-n	O	Al-Qaidah
08013845-n	O	Al-Queda
08016900-n	O	Interahamwe
08017614-n	O	Aum
08017614-n	O	Om
08017614-n	O	Omkar
08017614-n	O	Omkara
08017614-n	O	Onkar
08018189-n	O	Euskadi Ta Askatasuna
08019523-n	X	DFLP
08022087-n	O	Greenpeace
08022087-n	O	Greenpeace International
08022259-n	O	Al-Harakatul Muqawwamatul Islamiyah
08023843-n	O	Partai Merdeka
08023843-n	X	Hizb al-tahrir
08023843-n	X	Hizb ut-Tahrir
08023843-n	X	Hizb-ut-Tahrir
08023843-n	X	Hizbut-tahrir
08024408-n	O	Pasukan Pembebasan Rakyat
08024408-n	O	Tentara Pembebasan Rakyat
08024408-n	O	Tentara Rakyat
08024408-n	X	TPR
08024732-n	O	Provisional Irish Republican Army
08024732-n	O	Tentara Republik Irlandia Sementara
08027518-n	O	Jamaah Islamiyah
08027518-n	O	Ji
08028397-n	O	Kach
08028999-n	O	Khmer Merah
08029421-n	X	KKK
08032023-n	O	Harimau Tamil
08032023-n	O	Macan Tamil
08032023-n	O	Pembebasan Macan Tamil Eelam
08032023-n	X	Liberation Tigers of Tamil Eelam
08032955-n	O	Pasukan Perlawanan Tuhan
08032955-n	O	Tentara Perlawanan Tuhan
08032955-n	X	Lord's Resistance Army
08034299-n	O	Front Pembebasan Islam Moro
08034299-n	O	Moro Islamic Liberation Front
08034299-n	X	MILF
08041106-n	O	Faksi Pasukan Merah
08041106-n	O	Rote Armee Fraktion
08041484-n	O	Brigade Merah
08046032-n	O	Gerilyawan Tupac Katari
08047890-n	O	Bala Keselamatan
08048042-n	O	Tammany Hall
08049125-n	X	NT
08049401-n	O	perserikatan
08049989-n	O	Negara-Negara Persemakmuran
08052227-n	O	Porte, Italia
08052549-n	X	pemerintah federal
08052690-n	X	pemerintahan dalam pengasingan
08053260-n	O	Paus
08053576-n	O	pranata
08053905-n	O	sarana pelayanan medis
08054721-n	O	bank umum
08054721-n	O	lembaga keuangan
08056873-n	X	kibbutz
08056873-n	X	kibbutzim
08057460-n	X	perdagangan melalui makelar
08061042-n	O	bisnis
08067951-n	X	industri hiburan
08068924-n	X	industri pertahanan
08069878-n	X	perdagangan melalui makelar
08071229-n	X	hedge fund
08071229-n	X	pengelola investasi global
08072287-n	X	Dana investasi lahan yasan
08072287-n	X	Dana investasi realestat
08072287-n	X	REIT
08072287-n	X	REITs
08072287-n	X	Real estate investment trust
08073468-n	O	The Street
08073601-n	O	pasar uang
08077177-n	X	batu baterei
08078020-n	X	isi rumah
08079613-n	X	tim baseball
08080025-n	X	tim sepakbola
08083320-n	O	Gereja Katolik Roma
08083599-n	O	Gereja Katolik Roma
08085824-n	O	Dewan Kardinal
08085824-n	X	Kolegium para Kardinal
08086356-n	O	Gereja Ortodoks
08086821-n	O	Gereja Ortodoks Rusia
08087981-n	O	Anglikan
08087981-n	O	Gereja Inggris
08087981-n	O	Komuni Anglikan
08089205-n	O	Mormon
08089420-n	O	Gereja Baptis
08090973-n	O	Kongregasional
08091575-n	O	Jehovas Zeugen
08091575-n	O	Saksi Jahoba
08091575-n	O	Saksi Jehova
08091575-n	O	Saksi Yehova
08091575-n	O	Saksi Yehuwa
08091575-n	O	Siswa-Siswa Alkitab
08091575-n	X	Jehovah's Witnesses
08091891-n	O	Gereja Presbiterian
08092960-n	O	Gereja Methodis
08092960-n	O	Gereja Metodis
08092960-n	O	Methodis
08092960-n	O	Methodisme
08092960-n	O	Methodist
08092960-n	O	Metodhisme
08092960-n	O	Metodisme
08093421-n	X	T’ongil-gyo
08094262-n	O	Mahkamah Agama
08095647-n	O	islam
08095647-n	O	muslimin
08096474-n	O	Ahlusssunnah
08096474-n	O	Islam Sunni
08096474-n	O	Sunah
08096474-n	O	Suni
08096474-n	O	Sunni
08096474-n	X	Ahlussunah waljama'ah
08096474-n	X	Sunni islam
08097766-n	O	Masyarakat Internasional Kesadaran Kresna
08097766-n	O	Masyarakat Internasional Kesadaran Krishna
08097766-n	X	ISKCON
08098708-n	O	Buddhisme
08100033-n	O	Saintologi
08100033-n	O	Sciencetologi
08100033-n	O	Scientology
08102402-n	O	silsilah
08102402-n	X	bagan silsilah
08102402-n	X	pohon keluarga
08102402-n	X	silsilah keluarga
08103299-n	O	subfilum
08124256-n	X	Administrasi Makanan dan Obat-obatan
08124256-n	X	Badan Pengawas Obat dan Makanan Amerika Serikat
